"CODIGO","NOMBRE","AÃ‘O","MES","TOTAL_HOMICIDIOS","POBLACION","HOGARES","HABS_POR_HOGAR","POLICIAS","ESTRATO"
60,"SAN CRISTOBAL",2018,1,2,116420,35354,3.29297957798269,0,2
60,"SAN CRISTOBAL",2018,2,1,116420,35354,3.29297957798269,0,2
60,"SAN CRISTOBAL",2018,3,2,116420,35354,3.29297957798269,0,2
60,"SAN CRISTOBAL",2018,4,1,116420,35354,3.29297957798269,0,2
60,"SAN CRISTOBAL",2018,5,1,116420,35354,3.29297957798269,0,2
60,"SAN CRISTOBAL",2018,6,2,116420,35354,3.29297957798269,0,2
60,"SAN CRISTOBAL",2018,7,5,116420,35354,3.29297957798269,0,2
60,"SAN CRISTOBAL",2018,8,0,116420,35354,3.29297957798269,0,2
60,"SAN CRISTOBAL",2018,9,2,116420,35354,3.29297957798269,0,2
60,"SAN CRISTOBAL",2018,10,3,116420,35354,3.29297957798269,0,2
60,"SAN CRISTOBAL",2018,11,1,116420,35354,3.29297957798269,0,2
60,"SAN CRISTOBAL",2018,12,1,116420,35354,3.29297957798269,0,2
60,"SAN CRISTOBAL",2019,1,3,123483,38128,3.23864351657575,0,2
60,"SAN CRISTOBAL",2019,2,2,123483,38128,3.23864351657575,0,2
60,"SAN CRISTOBAL",2019,3,6,123483,38128,3.23864351657575,0,2
60,"SAN CRISTOBAL",2019,4,8,123483,38128,3.23864351657575,0,2
60,"SAN CRISTOBAL",2019,5,9,123483,38128,3.23864351657575,0,2
60,"SAN CRISTOBAL",2019,6,1,123483,38128,3.23864351657575,0,2
60,"SAN CRISTOBAL",2019,7,2,123483,38128,3.23864351657575,0,2
60,"SAN CRISTOBAL",2019,8,2,123483,38128,3.23864351657575,0,2
60,"SAN CRISTOBAL",2019,9,2,123483,38128,3.23864351657575,0,2
60,"SAN CRISTOBAL",2019,10,0,123483,38128,3.23864351657575,0,2
60,"SAN CRISTOBAL",2019,11,2,123483,38128,3.23864351657575,0,2
60,"SAN CRISTOBAL",2019,12,1,123483,38128,3.23864351657575,0,2
60,"SAN CRISTOBAL",2020,1,0,130514,41017,3.18194894799717,0,2
60,"SAN CRISTOBAL",2020,2,3,130514,41017,3.18194894799717,0,2
60,"SAN CRISTOBAL",2020,3,0,130514,41017,3.18194894799717,0,2
60,"SAN CRISTOBAL",2020,4,1,130514,41017,3.18194894799717,0,2
60,"SAN CRISTOBAL",2020,5,4,130514,41017,3.18194894799717,0,2
60,"SAN CRISTOBAL",2020,6,2,130514,41017,3.18194894799717,0,2
60,"SAN CRISTOBAL",2020,7,2,130514,41017,3.18194894799717,0,2
60,"SAN CRISTOBAL",2020,8,2,130514,41017,3.18194894799717,0,2
60,"SAN CRISTOBAL",2020,9,1,130514,41017,3.18194894799717,0,2
60,"SAN CRISTOBAL",2020,10,1,130514,41017,3.18194894799717,0,2
60,"SAN CRISTOBAL",2020,11,1,130514,41017,3.18194894799717,0,2
60,"SAN CRISTOBAL",2020,12,0,130514,41017,3.18194894799717,0,2
60,"SAN CRISTOBAL",2021,1,2,137277,43973,3.12184749732791,0,2
60,"SAN CRISTOBAL",2021,2,1,137277,43973,3.12184749732791,0,2
60,"SAN CRISTOBAL",2021,3,4,137277,43973,3.12184749732791,0,2
60,"SAN CRISTOBAL",2021,4,0,137277,43973,3.12184749732791,0,2
60,"SAN CRISTOBAL",2021,5,2,137277,43973,3.12184749732791,0,2
60,"SAN CRISTOBAL",2021,6,3,137277,43973,3.12184749732791,0,2
60,"SAN CRISTOBAL",2021,7,0,137277,43973,3.12184749732791,0,2
60,"SAN CRISTOBAL",2021,8,3,137277,43973,3.12184749732791,0,2
60,"SAN CRISTOBAL",2021,9,2,137277,43973,3.12184749732791,0,2
60,"SAN CRISTOBAL",2021,10,6,137277,43973,3.12184749732791,0,2
60,"SAN CRISTOBAL",2021,11,0,137277,43973,3.12184749732791,0,2
60,"SAN CRISTOBAL",2021,12,6,137277,43973,3.12184749732791,0,2
60,"SAN CRISTOBAL",2022,1,1,144316,47139,3.06149897112794,0,2
60,"SAN CRISTOBAL",2022,2,0,144316,47139,3.06149897112794,0,2
60,"SAN CRISTOBAL",2022,3,0,144316,47139,3.06149897112794,0,2
60,"SAN CRISTOBAL",2022,4,0,144316,47139,3.06149897112794,0,2
60,"SAN CRISTOBAL",2022,5,4,144316,47139,3.06149897112794,0,2
60,"SAN CRISTOBAL",2022,6,3,144316,47139,3.06149897112794,0,2
60,"SAN CRISTOBAL",2022,7,3,144316,47139,3.06149897112794,0,2
60,"SAN CRISTOBAL",2022,8,1,144316,47139,3.06149897112794,0,2
60,"SAN CRISTOBAL",2022,9,1,144316,47139,3.06149897112794,0,2
60,"SAN CRISTOBAL",2022,10,3,144316,47139,3.06149897112794,0,2
60,"SAN CRISTOBAL",2022,11,6,144316,47139,3.06149897112794,0,2
60,"SAN CRISTOBAL",2022,12,5,144316,47139,3.06149897112794,0,2
60,"SAN CRISTOBAL",2023,1,0,151677,50515,3.00261308522221,0,2
60,"SAN CRISTOBAL",2023,2,1,151677,50515,3.00261308522221,0,2
60,"SAN CRISTOBAL",2023,3,1,151677,50515,3.00261308522221,0,2
60,"SAN CRISTOBAL",2023,4,0,151677,50515,3.00261308522221,0,2
60,"SAN CRISTOBAL",2023,5,2,151677,50515,3.00261308522221,0,2
60,"SAN CRISTOBAL",2023,6,2,151677,50515,3.00261308522221,0,2
60,"SAN CRISTOBAL",2023,7,1,151677,50515,3.00261308522221,0,2
60,"SAN CRISTOBAL",2023,8,4,151677,50515,3.00261308522221,0,2
60,"SAN CRISTOBAL",2023,9,2,151677,50515,3.00261308522221,0,2
60,"SAN CRISTOBAL",2023,10,1,151677,50515,3.00261308522221,0,2
60,"SAN CRISTOBAL",2023,11,0,151677,50515,3.00261308522221,0,2
60,"SAN CRISTOBAL",2023,12,0,151677,50515,3.00261308522221,0,2
70,"ALTAVISTA",2018,1,1,38856,12858,3.02193187120859,0,2
70,"ALTAVISTA",2018,2,5,38856,12858,3.02193187120859,0,2
70,"ALTAVISTA",2018,3,1,38856,12858,3.02193187120859,0,2
70,"ALTAVISTA",2018,4,6,38856,12858,3.02193187120859,0,2
70,"ALTAVISTA",2018,5,10,38856,12858,3.02193187120859,0,2
70,"ALTAVISTA",2018,6,1,38856,12858,3.02193187120859,0,2
70,"ALTAVISTA",2018,7,6,38856,12858,3.02193187120859,0,2
70,"ALTAVISTA",2018,8,2,38856,12858,3.02193187120859,0,2
70,"ALTAVISTA",2018,9,7,38856,12858,3.02193187120859,0,2
70,"ALTAVISTA",2018,10,4,38856,12858,3.02193187120859,0,2
70,"ALTAVISTA",2018,11,0,38856,12858,3.02193187120859,0,2
70,"ALTAVISTA",2018,12,3,38856,12858,3.02193187120859,0,2
70,"ALTAVISTA",2019,1,5,40150,13513,2.97121290609043,0,2
70,"ALTAVISTA",2019,2,4,40150,13513,2.97121290609043,0,2
70,"ALTAVISTA",2019,3,5,40150,13513,2.97121290609043,0,2
70,"ALTAVISTA",2019,4,4,40150,13513,2.97121290609043,0,2
70,"ALTAVISTA",2019,5,5,40150,13513,2.97121290609043,0,2
70,"ALTAVISTA",2019,6,3,40150,13513,2.97121290609043,0,2
70,"ALTAVISTA",2019,7,0,40150,13513,2.97121290609043,0,2
70,"ALTAVISTA",2019,8,3,40150,13513,2.97121290609043,0,2
70,"ALTAVISTA",2019,9,3,40150,13513,2.97121290609043,0,2
70,"ALTAVISTA",2019,10,2,40150,13513,2.97121290609043,0,2
70,"ALTAVISTA",2019,11,1,40150,13513,2.97121290609043,0,2
70,"ALTAVISTA",2019,12,1,40150,13513,2.97121290609043,0,2
70,"ALTAVISTA",2020,1,0,41350,14166,2.91896089227728,0,2
70,"ALTAVISTA",2020,2,1,41350,14166,2.91896089227728,0,2
70,"ALTAVISTA",2020,3,3,41350,14166,2.91896089227728,0,2
70,"ALTAVISTA",2020,4,1,41350,14166,2.91896089227728,0,2
70,"ALTAVISTA",2020,5,1,41350,14166,2.91896089227728,0,2
70,"ALTAVISTA",2020,6,1,41350,14166,2.91896089227728,0,2
70,"ALTAVISTA",2020,7,1,41350,14166,2.91896089227728,0,2
70,"ALTAVISTA",2020,8,2,41350,14166,2.91896089227728,0,2
70,"ALTAVISTA",2020,9,0,41350,14166,2.91896089227728,0,2
70,"ALTAVISTA",2020,10,0,41350,14166,2.91896089227728,0,2
70,"ALTAVISTA",2020,11,0,41350,14166,2.91896089227728,0,2
70,"ALTAVISTA",2020,12,0,41350,14166,2.91896089227728,0,2
70,"ALTAVISTA",2021,1,1,42442,14815,2.86479919001013,0,2
70,"ALTAVISTA",2021,2,0,42442,14815,2.86479919001013,0,2
70,"ALTAVISTA",2021,3,1,42442,14815,2.86479919001013,0,2
70,"ALTAVISTA",2021,4,2,42442,14815,2.86479919001013,0,2
70,"ALTAVISTA",2021,5,2,42442,14815,2.86479919001013,0,2
70,"ALTAVISTA",2021,6,1,42442,14815,2.86479919001013,0,2
70,"ALTAVISTA",2021,7,2,42442,14815,2.86479919001013,0,2
70,"ALTAVISTA",2021,8,1,42442,14815,2.86479919001013,0,2
70,"ALTAVISTA",2021,9,1,42442,14815,2.86479919001013,0,2
70,"ALTAVISTA",2021,10,0,42442,14815,2.86479919001013,0,2
70,"ALTAVISTA",2021,11,1,42442,14815,2.86479919001013,0,2
70,"ALTAVISTA",2021,12,0,42442,14815,2.86479919001013,0,2
70,"ALTAVISTA",2022,1,0,43556,15495,2.81097128105841,0,2
70,"ALTAVISTA",2022,2,0,43556,15495,2.81097128105841,0,2
70,"ALTAVISTA",2022,3,1,43556,15495,2.81097128105841,0,2
70,"ALTAVISTA",2022,4,0,43556,15495,2.81097128105841,0,2
70,"ALTAVISTA",2022,5,1,43556,15495,2.81097128105841,0,2
70,"ALTAVISTA",2022,6,0,43556,15495,2.81097128105841,0,2
70,"ALTAVISTA",2022,7,1,43556,15495,2.81097128105841,0,2
70,"ALTAVISTA",2022,8,1,43556,15495,2.81097128105841,0,2
70,"ALTAVISTA",2022,9,1,43556,15495,2.81097128105841,0,2
70,"ALTAVISTA",2022,10,2,43556,15495,2.81097128105841,0,2
70,"ALTAVISTA",2022,11,0,43556,15495,2.81097128105841,0,2
70,"ALTAVISTA",2022,12,0,43556,15495,2.81097128105841,0,2
70,"ALTAVISTA",2023,1,0,44665,16188,2.75914257474673,0,2
70,"ALTAVISTA",2023,2,2,44665,16188,2.75914257474673,0,2
70,"ALTAVISTA",2023,3,0,44665,16188,2.75914257474673,0,2
70,"ALTAVISTA",2023,4,1,44665,16188,2.75914257474673,0,2
70,"ALTAVISTA",2023,5,0,44665,16188,2.75914257474673,0,2
70,"ALTAVISTA",2023,6,0,44665,16188,2.75914257474673,0,2
70,"ALTAVISTA",2023,7,0,44665,16188,2.75914257474673,0,2
70,"ALTAVISTA",2023,8,0,44665,16188,2.75914257474673,0,2
70,"ALTAVISTA",2023,9,0,44665,16188,2.75914257474673,0,2
70,"ALTAVISTA",2023,10,4,44665,16188,2.75914257474673,0,2
70,"ALTAVISTA",2023,11,0,44665,16188,2.75914257474673,0,2
70,"ALTAVISTA",2023,12,0,44665,16188,2.75914257474673,0,2
80,"SAN ANTONIO DE PRADO",2018,1,3,94801,29766,3.18487536115031,1,2
80,"SAN ANTONIO DE PRADO",2018,2,0,94801,29766,3.18487536115031,1,2
80,"SAN ANTONIO DE PRADO",2018,3,2,94801,29766,3.18487536115031,1,2
80,"SAN ANTONIO DE PRADO",2018,4,2,94801,29766,3.18487536115031,1,2
80,"SAN ANTONIO DE PRADO",2018,5,2,94801,29766,3.18487536115031,1,2
80,"SAN ANTONIO DE PRADO",2018,6,0,94801,29766,3.18487536115031,1,2
80,"SAN ANTONIO DE PRADO",2018,7,0,94801,29766,3.18487536115031,1,2
80,"SAN ANTONIO DE PRADO",2018,8,1,94801,29766,3.18487536115031,1,2
80,"SAN ANTONIO DE PRADO",2018,9,2,94801,29766,3.18487536115031,1,2
80,"SAN ANTONIO DE PRADO",2018,10,2,94801,29766,3.18487536115031,1,2
80,"SAN ANTONIO DE PRADO",2018,11,1,94801,29766,3.18487536115031,1,2
80,"SAN ANTONIO DE PRADO",2018,12,0,94801,29766,3.18487536115031,1,2
80,"SAN ANTONIO DE PRADO",2019,1,0,99358,31650,3.13927330173776,1,2
80,"SAN ANTONIO DE PRADO",2019,2,1,99358,31650,3.13927330173776,1,2
80,"SAN ANTONIO DE PRADO",2019,3,0,99358,31650,3.13927330173776,1,2
80,"SAN ANTONIO DE PRADO",2019,4,2,99358,31650,3.13927330173776,1,2
80,"SAN ANTONIO DE PRADO",2019,5,1,99358,31650,3.13927330173776,1,2
80,"SAN ANTONIO DE PRADO",2019,6,0,99358,31650,3.13927330173776,1,2
80,"SAN ANTONIO DE PRADO",2019,7,1,99358,31650,3.13927330173776,1,2
80,"SAN ANTONIO DE PRADO",2019,8,0,99358,31650,3.13927330173776,1,2
80,"SAN ANTONIO DE PRADO",2019,9,0,99358,31650,3.13927330173776,1,2
80,"SAN ANTONIO DE PRADO",2019,10,0,99358,31650,3.13927330173776,1,2
80,"SAN ANTONIO DE PRADO",2019,11,0,99358,31650,3.13927330173776,1,2
80,"SAN ANTONIO DE PRADO",2019,12,4,99358,31650,3.13927330173776,1,2
80,"SAN ANTONIO DE PRADO",2020,1,0,103822,33594,3.09049234982437,1,2
80,"SAN ANTONIO DE PRADO",2020,2,0,103822,33594,3.09049234982437,1,2
80,"SAN ANTONIO DE PRADO",2020,3,0,103822,33594,3.09049234982437,1,2
80,"SAN ANTONIO DE PRADO",2020,4,1,103822,33594,3.09049234982437,1,2
80,"SAN ANTONIO DE PRADO",2020,5,0,103822,33594,3.09049234982437,1,2
80,"SAN ANTONIO DE PRADO",2020,6,0,103822,33594,3.09049234982437,1,2
80,"SAN ANTONIO DE PRADO",2020,7,2,103822,33594,3.09049234982437,1,2
80,"SAN ANTONIO DE PRADO",2020,8,3,103822,33594,3.09049234982437,1,2
80,"SAN ANTONIO DE PRADO",2020,9,0,103822,33594,3.09049234982437,1,2
80,"SAN ANTONIO DE PRADO",2020,10,1,103822,33594,3.09049234982437,1,2
80,"SAN ANTONIO DE PRADO",2020,11,2,103822,33594,3.09049234982437,1,2
80,"SAN ANTONIO DE PRADO",2020,12,1,103822,33594,3.09049234982437,1,2
80,"SAN ANTONIO DE PRADO",2021,1,1,107996,35556,3.03734953313084,1,2
80,"SAN ANTONIO DE PRADO",2021,2,0,107996,35556,3.03734953313084,1,2
80,"SAN ANTONIO DE PRADO",2021,3,1,107996,35556,3.03734953313084,1,2
80,"SAN ANTONIO DE PRADO",2021,4,0,107996,35556,3.03734953313084,1,2
80,"SAN ANTONIO DE PRADO",2021,5,1,107996,35556,3.03734953313084,1,2
80,"SAN ANTONIO DE PRADO",2021,6,0,107996,35556,3.03734953313084,1,2
80,"SAN ANTONIO DE PRADO",2021,7,0,107996,35556,3.03734953313084,1,2
80,"SAN ANTONIO DE PRADO",2021,8,0,107996,35556,3.03734953313084,1,2
80,"SAN ANTONIO DE PRADO",2021,9,1,107996,35556,3.03734953313084,1,2
80,"SAN ANTONIO DE PRADO",2021,10,0,107996,35556,3.03734953313084,1,2
80,"SAN ANTONIO DE PRADO",2021,11,0,107996,35556,3.03734953313084,1,2
80,"SAN ANTONIO DE PRADO",2021,12,0,107996,35556,3.03734953313084,1,2
80,"SAN ANTONIO DE PRADO",2022,1,0,112336,37655,2.98329571106095,1,2
80,"SAN ANTONIO DE PRADO",2022,2,0,112336,37655,2.98329571106095,1,2
80,"SAN ANTONIO DE PRADO",2022,3,1,112336,37655,2.98329571106095,1,2
80,"SAN ANTONIO DE PRADO",2022,4,1,112336,37655,2.98329571106095,1,2
80,"SAN ANTONIO DE PRADO",2022,5,1,112336,37655,2.98329571106095,1,2
80,"SAN ANTONIO DE PRADO",2022,6,0,112336,37655,2.98329571106095,1,2
80,"SAN ANTONIO DE PRADO",2022,7,3,112336,37655,2.98329571106095,1,2
80,"SAN ANTONIO DE PRADO",2022,8,0,112336,37655,2.98329571106095,1,2
80,"SAN ANTONIO DE PRADO",2022,9,0,112336,37655,2.98329571106095,1,2
80,"SAN ANTONIO DE PRADO",2022,10,0,112336,37655,2.98329571106095,1,2
80,"SAN ANTONIO DE PRADO",2022,11,0,112336,37655,2.98329571106095,1,2
80,"SAN ANTONIO DE PRADO",2022,12,0,112336,37655,2.98329571106095,1,2
80,"SAN ANTONIO DE PRADO",2023,1,1,116838,39871,2.93040054174713,1,2
80,"SAN ANTONIO DE PRADO",2023,2,0,116838,39871,2.93040054174713,1,2
80,"SAN ANTONIO DE PRADO",2023,3,3,116838,39871,2.93040054174713,1,2
80,"SAN ANTONIO DE PRADO",2023,4,0,116838,39871,2.93040054174713,1,2
80,"SAN ANTONIO DE PRADO",2023,5,1,116838,39871,2.93040054174713,1,2
80,"SAN ANTONIO DE PRADO",2023,6,0,116838,39871,2.93040054174713,1,2
80,"SAN ANTONIO DE PRADO",2023,7,1,116838,39871,2.93040054174713,1,2
80,"SAN ANTONIO DE PRADO",2023,8,1,116838,39871,2.93040054174713,1,2
80,"SAN ANTONIO DE PRADO",2023,9,0,116838,39871,2.93040054174713,1,2
80,"SAN ANTONIO DE PRADO",2023,10,1,116838,39871,2.93040054174713,1,2
80,"SAN ANTONIO DE PRADO",2023,11,0,116838,39871,2.93040054174713,1,2
80,"SAN ANTONIO DE PRADO",2023,12,0,116838,39871,2.93040054174713,1,2
90,"SANTA ELENA",2018,1,0,23468,7495,3.13115410273516,3,2
90,"SANTA ELENA",2018,2,0,23468,7495,3.13115410273516,3,2
90,"SANTA ELENA",2018,3,0,23468,7495,3.13115410273516,3,2
90,"SANTA ELENA",2018,4,0,23468,7495,3.13115410273516,3,2
90,"SANTA ELENA",2018,5,0,23468,7495,3.13115410273516,3,2
90,"SANTA ELENA",2018,6,0,23468,7495,3.13115410273516,3,2
90,"SANTA ELENA",2018,7,0,23468,7495,3.13115410273516,3,2
90,"SANTA ELENA",2018,8,0,23468,7495,3.13115410273516,3,2
90,"SANTA ELENA",2018,9,0,23468,7495,3.13115410273516,3,2
90,"SANTA ELENA",2018,10,0,23468,7495,3.13115410273516,3,2
90,"SANTA ELENA",2018,11,0,23468,7495,3.13115410273516,3,2
90,"SANTA ELENA",2018,12,0,23468,7495,3.13115410273516,3,2
90,"SANTA ELENA",2019,1,0,24953,8095,3.08252007411983,3,2
90,"SANTA ELENA",2019,2,1,24953,8095,3.08252007411983,3,2
90,"SANTA ELENA",2019,3,0,24953,8095,3.08252007411983,3,2
90,"SANTA ELENA",2019,4,3,24953,8095,3.08252007411983,3,2
90,"SANTA ELENA",2019,5,0,24953,8095,3.08252007411983,3,2
90,"SANTA ELENA",2019,6,2,24953,8095,3.08252007411983,3,2
90,"SANTA ELENA",2019,7,1,24953,8095,3.08252007411983,3,2
90,"SANTA ELENA",2019,8,0,24953,8095,3.08252007411983,3,2
90,"SANTA ELENA",2019,9,1,24953,8095,3.08252007411983,3,2
90,"SANTA ELENA",2019,10,0,24953,8095,3.08252007411983,3,2
90,"SANTA ELENA",2019,11,1,24953,8095,3.08252007411983,3,2
90,"SANTA ELENA",2019,12,0,24953,8095,3.08252007411983,3,2
90,"SANTA ELENA",2020,1,1,26464,8729,3.03173330278382,3,2
90,"SANTA ELENA",2020,2,2,26464,8729,3.03173330278382,3,2
90,"SANTA ELENA",2020,3,0,26464,8729,3.03173330278382,3,2
90,"SANTA ELENA",2020,4,0,26464,8729,3.03173330278382,3,2
90,"SANTA ELENA",2020,5,1,26464,8729,3.03173330278382,3,2
90,"SANTA ELENA",2020,6,0,26464,8729,3.03173330278382,3,2
90,"SANTA ELENA",2020,7,0,26464,8729,3.03173330278382,3,2
90,"SANTA ELENA",2020,8,0,26464,8729,3.03173330278382,3,2
90,"SANTA ELENA",2020,9,0,26464,8729,3.03173330278382,3,2
90,"SANTA ELENA",2020,10,0,26464,8729,3.03173330278382,3,2
90,"SANTA ELENA",2020,11,0,26464,8729,3.03173330278382,3,2
90,"SANTA ELENA",2020,12,1,26464,8729,3.03173330278382,3,2
90,"SANTA ELENA",2021,1,2,27916,9376,2.97738907849829,3,2
90,"SANTA ELENA",2021,2,0,27916,9376,2.97738907849829,3,2
90,"SANTA ELENA",2021,3,1,27916,9376,2.97738907849829,3,2
90,"SANTA ELENA",2021,4,0,27916,9376,2.97738907849829,3,2
90,"SANTA ELENA",2021,5,3,27916,9376,2.97738907849829,3,2
90,"SANTA ELENA",2021,6,0,27916,9376,2.97738907849829,3,2
90,"SANTA ELENA",2021,7,0,27916,9376,2.97738907849829,3,2
90,"SANTA ELENA",2021,8,1,27916,9376,2.97738907849829,3,2
90,"SANTA ELENA",2021,9,0,27916,9376,2.97738907849829,3,2
90,"SANTA ELENA",2021,10,1,27916,9376,2.97738907849829,3,2
90,"SANTA ELENA",2021,11,2,27916,9376,2.97738907849829,3,2
90,"SANTA ELENA",2021,12,0,27916,9376,2.97738907849829,3,2
90,"SANTA ELENA",2022,1,1,29413,10063,2.92288581933817,3,2
90,"SANTA ELENA",2022,2,1,29413,10063,2.92288581933817,3,2
90,"SANTA ELENA",2022,3,0,29413,10063,2.92288581933817,3,2
90,"SANTA ELENA",2022,4,1,29413,10063,2.92288581933817,3,2
90,"SANTA ELENA",2022,5,0,29413,10063,2.92288581933817,3,2
90,"SANTA ELENA",2022,6,0,29413,10063,2.92288581933817,3,2
90,"SANTA ELENA",2022,7,0,29413,10063,2.92288581933817,3,2
90,"SANTA ELENA",2022,8,0,29413,10063,2.92288581933817,3,2
90,"SANTA ELENA",2022,9,0,29413,10063,2.92288581933817,3,2
90,"SANTA ELENA",2022,10,1,29413,10063,2.92288581933817,3,2
90,"SANTA ELENA",2022,11,3,29413,10063,2.92288581933817,3,2
90,"SANTA ELENA",2022,12,0,29413,10063,2.92288581933817,3,2
90,"SANTA ELENA",2023,1,1,31002,10804,2.86949278045168,3,2
90,"SANTA ELENA",2023,2,0,31002,10804,2.86949278045168,3,2
90,"SANTA ELENA",2023,3,1,31002,10804,2.86949278045168,3,2
90,"SANTA ELENA",2023,4,0,31002,10804,2.86949278045168,3,2
90,"SANTA ELENA",2023,5,1,31002,10804,2.86949278045168,3,2
90,"SANTA ELENA",2023,6,0,31002,10804,2.86949278045168,3,2
90,"SANTA ELENA",2023,7,2,31002,10804,2.86949278045168,3,2
90,"SANTA ELENA",2023,8,0,31002,10804,2.86949278045168,3,2
90,"SANTA ELENA",2023,9,0,31002,10804,2.86949278045168,3,2
90,"SANTA ELENA",2023,10,1,31002,10804,2.86949278045168,3,2
90,"SANTA ELENA",2023,11,0,31002,10804,2.86949278045168,3,2
90,"SANTA ELENA",2023,12,0,31002,10804,2.86949278045168,3,2
